sample_index,selected_method,selected_score
0,valprotected_x_base_copula,1.2144085320380533
1,valprotected_x_base_copula,2.5133270113516035
2,valprotected_x_base_copula,1.9245362035444156
3,valprotected_x_base_copula,1.5098365502512512
4,valprotected_x_base_copula,0.8193565787578501
5,valprotected_x_base_copula,2.220245867971262
6,valprotected_x_base_copula,1.479652068475136
7,valprotected_x_base_copula,1.3520809806684353
8,valprotected_x_base_copula,2.2709190956903567
9,valprotected_x_base_copula,3.039423187159873
10,valprotected_x_base_copula,1.733524548785619
11,valprotected_x_base_copula,2.009723898059037
12,valprotected_x_base_copula,3.6762926033676013
13,valprotected_copula_guided_residual_conservative,2.7515843382376888
14,valprotected_x_base_copula,1.4426686969802982
15,valprotected_x_base_copula,0.6045886315248443
16,valprotected_x_base_copula,1.178922479123915
17,valprotected_x_base_copula,0.9409293710543172
18,valprotected_x_base_copula,0.1470364229839192
19,valprotected_x_base_copula,1.542161068659802
20,valprotected_copula_guided_residual_conservative,1.221981997775265
