cum_deficit,core_cum_deficit,netload_ramp_max,imbalance_duration,max_imbalance_run
20.979572296142578,6.663999557495117,8.312494277954102,10.0,6.0
45.61998748779297,20.374528884887695,8.40446662902832,8.0,8.0
37.34553146362305,21.818800926208496,8.192941665649414,8.0,8.0
36.96401596069336,11.795766830444336,8.819238662719727,8.0,7.0
30.966339111328125,16.647448539733887,9.170638084411621,9.0,7.0
34.5832633972168,18.700551986694336,8.904207229614258,7.0,6.0
11.24237060546875,2.076254367828369,4.6882781982421875,13.0,5.0
13.932533264160156,0.9012384414672852,3.8218698501586914,10.0,6.0
10.606683731079102,1.0537481307983398,6.090414047241211,9.0,4.0
42.944007873535156,18.616768836975098,10.125967025756836,13.0,8.0
30.113656997680664,28.421175956726074,8.173652648925781,8.0,7.0
40.3259162902832,12.70853328704834,10.635608673095703,9.0,7.0
55.20596694946289,15.142428398132324,8.360881805419922,11.0,9.0
14.77823543548584,5.046078681945801,8.666847229003906,4.0,4.0
36.45224380493164,13.095453262329102,7.584161758422852,9.0,7.0
14.667213439941406,4.332800388336182,4.7042694091796875,10.0,5.0
87.8890380859375,4.225333213806152,12.070110321044922,15.0,12.0
10.794103622436523,1.3377447128295898,5.847192764282227,8.0,4.0
53.762996673583984,26.064899444580078,10.518706321716309,10.0,8.0
16.569517135620117,2.5333399772644043,6.285787582397461,15.0,9.0
64.84679412841797,23.796300888061523,9.393275260925293,15.0,9.0
78.53937530517578,26.34701442718506,11.022571563720703,13.0,11.0
49.40767288208008,18.017016410827637,8.571168899536133,11.0,7.0
113.7112808227539,69.04655361175537,9.689546585083008,18.0,15.0
46.788963317871094,13.14134693145752,8.117223739624023,10.0,8.0
47.71392059326172,11.655065536499023,8.723175048828125,10.0,10.0
75.68301391601562,24.03204917907715,13.11673641204834,15.0,12.0
