cum_deficit,core_cum_deficit,netload_ramp_max,imbalance_duration,max_imbalance_run
19.303752899169922,2.2395362854003906,9.571762084960938,9.0,7.0
42.236045837402344,18.419405937194824,9.799857139587402,8.0,7.0
35.18818664550781,14.953821182250977,9.552569389343262,9.0,7.0
35.74273681640625,16.532626152038574,9.713363647460938,8.0,6.0
43.26723861694336,15.317301750183105,10.115150451660156,11.0,9.0
37.08300018310547,17.317763328552246,8.89635181427002,9.0,8.0
10.908822059631348,3.0678515434265137,4.263535499572754,12.0,6.0
10.556242942810059,2.330759048461914,4.948547840118408,10.0,3.0
11.404322624206543,0.2895364761352539,5.808375358581543,9.0,4.0
49.50838088989258,22.11979579925537,9.742242813110352,11.0,8.0
26.088661193847656,16.073912620544434,7.670273303985596,10.0,6.0
33.3535270690918,16.004270553588867,7.89279842376709,9.0,7.0
36.96126174926758,11.56044864654541,9.218575477600098,7.0,7.0
7.367509841918945,5.9408040046691895,5.634120941162109,7.0,3.0
44.792415618896484,20.1897029876709,9.052760124206543,9.0,9.0
16.127382278442383,2.0953054428100586,11.917604446411133,9.0,4.0
119.74870300292969,20.817401885986328,13.501866340637207,14.0,12.0
10.35103988647461,3.097001075744629,3.224452495574951,12.0,7.0
43.286136627197266,24.800114631652832,11.377291679382324,8.0,8.0
16.734607696533203,14.516261100769043,3.8822317123413086,13.0,9.0
70.23062133789062,24.72844123840332,10.487566947937012,16.0,11.0
72.12471771240234,23.656716346740723,11.065414428710938,14.0,10.0
38.61394500732422,18.17162036895752,10.214519500732422,8.0,7.0
107.46084594726562,53.70772171020508,12.310579299926758,17.0,14.0
41.594181060791016,9.914985656738281,7.391461372375488,11.0,9.0
43.32588195800781,17.166622161865234,8.180394172668457,11.0,11.0
95.423095703125,43.28999423980713,12.662155151367188,12.0,10.0
