cum_deficit,core_cum_deficit,netload_ramp_max,imbalance_duration,max_imbalance_run
0.41728782653808594,0.0,2.8148512840270996,1.0,1.0
40.98937225341797,11.125872611999512,8.730049133300781,10.0,8.0
47.099571228027344,16.10732364654541,8.516498565673828,11.0,8.0
22.704492568969727,15.057388305664062,9.800485610961914,6.0,6.0
39.97965621948242,23.10904598236084,10.120771408081055,7.0,7.0
13.170567512512207,10.983963966369629,6.810501575469971,4.0,4.0
11.789520263671875,4.89194917678833,4.1506781578063965,10.0,5.0
12.688828468322754,0.1758441925048828,2.4989824295043945,16.0,4.0
39.48984909057617,16.151326656341553,9.385082244873047,19.0,11.0
26.24777603149414,10.018407821655273,5.806738376617432,14.0,11.0
37.58003616333008,17.627713203430176,9.155158042907715,10.0,7.0
65.50062561035156,24.269792556762695,8.768768310546875,14.0,11.0
61.41700744628906,11.350765228271484,10.196630477905273,12.0,9.0
34.74871826171875,27.890461921691895,6.753155708312988,11.0,10.0
69.33558654785156,24.333327293395996,6.284552574157715,14.0,9.0
122.31761169433594,31.322819709777832,11.305313110351562,17.0,12.0
0.0,0.0,3.3093113899230957,0.0,0.0
15.609889030456543,0.0,5.655383110046387,10.0,8.0
2.619378089904785,2.619378089904785,6.827187538146973,2.0,1.0
0.0,0.0,4.453064918518066,0.0,0.0
0.0,0.0,4.941950798034668,0.0,0.0
0.0,0.0,11.47918701171875,0.0,0.0
75.5074691772461,30.207297325134277,12.830963134765625,13.0,8.0
0.0,0.0,3.6130456924438477,0.0,0.0
86.73814392089844,12.087238311767578,12.037910461425781,14.0,10.0
51.128204345703125,3.415827751159668,11.001463890075684,11.0,7.0
0.0,0.0,8.064770698547363,0.0,0.0
