cum_deficit,core_cum_deficit,netload_ramp_max,imbalance_duration,max_imbalance_run
7.001227855682373,5.579619407653809,4.719871520996094,6.0,5.0
3.4280595779418945,3.4280595779418945,4.294363021850586,4.0,4.0
23.37009620666504,6.717832565307617,5.491230010986328,10.0,7.0
17.733783721923828,6.569511413574219,3.330942153930664,9.0,7.0
17.193017959594727,4.131389617919922,5.639476776123047,9.0,7.0
21.454345703125,17.108723640441895,4.912882328033447,9.0,8.0
15.029932975769043,6.900371551513672,4.073397636413574,11.0,8.0
17.031641006469727,5.971098899841309,4.868021011352539,10.0,7.0
4.646594524383545,0.0,4.011042594909668,7.0,4.0
14.304080963134766,4.652105808258057,4.236675262451172,9.0,8.0
24.567617416381836,7.901497840881348,4.113085746765137,11.0,9.0
14.880355834960938,7.277824401855469,5.771994590759277,9.0,7.0
23.135360717773438,19.539785385131836,5.560382843017578,9.0,9.0
58.784423828125,22.57488441467285,5.5903191566467285,16.0,11.0
14.109930038452148,10.829429626464844,4.506339073181152,9.0,7.0
2.230746269226074,1.8220486640930176,1.9845263957977295,5.0,2.0
37.24663543701172,15.76219367980957,3.8072433471679688,12.0,9.0
38.388397216796875,4.225789546966553,4.481825828552246,14.0,10.0
47.214141845703125,14.748722076416016,3.8454675674438477,15.0,11.0
23.24169158935547,12.563539505004883,5.553292274475098,11.0,9.0
26.93459129333496,16.752758502960205,6.143180847167969,9.0,9.0
26.590238571166992,2.494588851928711,4.6865949630737305,10.0,9.0
56.67061233520508,23.02357769012451,5.780487060546875,17.0,11.0
4.298521041870117,0.0,3.6471567153930664,4.0,4.0
