cum_deficit,core_cum_deficit,netload_ramp_max,imbalance_duration,max_imbalance_run
6.817687511444092,0.0,4.705780506134033,6.0,4.0
20.01599884033203,6.454017162322998,5.470783710479736,11.0,7.0
21.419673919677734,3.411208152770996,4.6932692527771,10.0,8.0
19.33485984802246,6.288389205932617,5.091717720031738,11.0,6.0
22.514856338500977,4.417463302612305,4.1720476150512695,11.0,8.0
22.611732482910156,8.587319374084473,4.745754718780518,11.0,8.0
21.833288192749023,13.153995513916016,4.6287126541137695,10.0,8.0
18.66832160949707,6.761601448059082,5.873281478881836,8.0,7.0
9.739667892456055,0.019057273864746094,5.3593645095825195,6.0,6.0
22.218582153320312,3.797701835632324,5.194300651550293,13.0,6.0
20.143646240234375,4.975126266479492,5.155648708343506,13.0,5.0
18.81342887878418,7.257107734680176,5.255942344665527,9.0,7.0
15.213841438293457,4.963057518005371,3.9154086112976074,9.0,7.0
25.939838409423828,9.737447261810303,6.684164047241211,12.0,8.0
19.277179718017578,8.537455558776855,4.962353706359863,14.0,10.0
6.287837505340576,1.9339842796325684,3.8521039485931396,7.0,2.0
17.385822296142578,9.620377540588379,4.586429119110107,9.0,8.0
34.88798522949219,15.172620296478271,5.011451721191406,20.0,12.0
37.88087463378906,22.35894012451172,5.5313262939453125,13.0,11.0
19.89775848388672,12.245049476623535,4.9525227546691895,9.0,7.0
36.994911193847656,19.609012603759766,5.57608699798584,17.0,15.0
24.671798706054688,5.874575614929199,4.626552581787109,10.0,9.0
29.555072784423828,23.839972019195557,6.58389949798584,11.0,7.0
12.640157699584961,6.398742198944092,3.906109571456909,7.0,3.0
