cum_deficit,core_cum_deficit,netload_ramp_max,imbalance_duration,max_imbalance_run
9.772079467773438,3.5280017852783203,4.267330169677734,9.0,5.0
16.013446807861328,12.793200969696045,3.6483120918273926,12.0,9.0
18.50950050354004,4.760428428649902,3.665928840637207,9.0,7.0
17.482765197753906,8.013191223144531,4.15602970123291,10.0,7.0
17.408527374267578,5.997054100036621,4.310474395751953,10.0,7.0
16.901287078857422,10.084575653076172,4.418219566345215,9.0,6.0
17.709993362426758,8.711407661437988,4.535978317260742,10.0,7.0
17.84598159790039,6.320045471191406,4.451202869415283,10.0,7.0
8.153594970703125,2.844315528869629,4.869813919067383,7.0,6.0
17.014354705810547,12.427412033081055,3.675246238708496,11.0,9.0
17.076961517333984,13.48279094696045,3.5105528831481934,11.0,9.0
18.32238006591797,6.636996269226074,4.658816814422607,10.0,7.0
19.460372924804688,13.702157974243164,4.988290786743164,7.0,7.0
30.087783813476562,19.44324254989624,6.186772346496582,14.0,10.0
16.634056091308594,10.402914047241211,4.356682777404785,10.0,7.0
7.966269493103027,2.4670352935791016,4.9704179763793945,7.0,6.0
21.841243743896484,14.929513931274414,6.2054314613342285,9.0,7.0
8.154876708984375,1.024914264678955,5.271522521972656,6.0,5.0
43.599666595458984,10.91065788269043,5.282303333282471,14.0,11.0
29.018068313598633,12.336692810058594,4.341207504272461,12.0,9.0
35.51239776611328,20.53011703491211,5.241415977478027,12.0,10.0
22.529525756835938,3.6526260375976562,4.283263683319092,8.0,8.0
33.30479049682617,16.34046459197998,2.367898941040039,22.0,13.0
8.576685905456543,0.0,4.251317024230957,9.0,5.0
