cum_deficit,core_cum_deficit,netload_ramp_max,imbalance_duration,max_imbalance_run
3.845053195953369,3.600188732147217,6.3224945068359375,6.0,6.0
9.80947494506836,2.805581569671631,5.743633270263672,7.0,6.0
16.755977630615234,1.5646109580993652,5.8510332107543945,9.0,8.0
27.475582122802734,8.628016471862793,6.009018421173096,8.0,6.0
20.602144241333008,8.539997100830078,6.902109146118164,7.0,5.0
22.20833969116211,5.13358736038208,6.791375160217285,9.0,7.0
27.768342971801758,9.107892990112305,6.85145902633667,9.0,7.0
10.528949737548828,3.7388830184936523,5.690127849578857,7.0,5.0
23.35492515563965,9.116249084472656,5.143411159515381,11.0,7.0
23.391708374023438,5.664829254150391,6.663910865783691,10.0,5.0
28.89373016357422,17.588815689086914,6.27944278717041,8.0,6.0
25.729360580444336,14.587935447692871,6.634922981262207,9.0,7.0
4.947360038757324,2.422739028930664,4.508209705352783,3.0,3.0
54.954856872558594,14.528251647949219,7.453435897827148,17.0,11.0
36.37554931640625,7.551511764526367,6.275723457336426,10.0,8.0
54.447261810302734,8.627634525299072,6.715538024902344,17.0,10.0
51.32854461669922,16.67283821105957,8.703113555908203,15.0,9.0
39.383460998535156,12.630284786224365,6.579802513122559,13.0,8.0
23.40464210510254,13.89588451385498,5.164338111877441,10.0,7.0
34.42291259765625,9.515780925750732,4.082130432128906,15.0,8.0
55.65354919433594,22.712706565856934,7.139533042907715,20.0,11.0
