cum_deficit,core_cum_deficit,netload_ramp_max,imbalance_duration,max_imbalance_run
9.287216186523438,2.7516098022460938,6.162991523742676,6.0,1.0
33.056392669677734,10.721339225769043,5.668867111206055,18.0,4.0
29.805471420288086,10.213463306427002,5.688846588134766,17.0,8.0
8.375913619995117,3.9476547241210938,6.06053352355957,5.0,2.0
8.195507049560547,2.4312429428100586,5.401559829711914,6.0,2.0
34.77552795410156,12.731587886810303,6.031102180480957,14.0,5.0
28.05743980407715,11.486648082733154,7.297768592834473,11.0,2.0
39.367950439453125,9.142347812652588,6.302106857299805,18.0,4.0
36.17631530761719,11.01993989944458,5.653915882110596,19.0,6.0
29.150650024414062,11.5772385597229,5.8249993324279785,16.0,3.0
11.2902250289917,3.765228271484375,6.068904876708984,8.0,2.0
10.345234870910645,4.788235664367676,5.417506217956543,7.0,2.0
44.413185119628906,16.901572704315186,5.282987594604492,21.0,5.0
45.49531555175781,18.060515880584717,8.875822067260742,18.0,6.0
6.866887092590332,5.427097320556641,6.864694118499756,3.0,2.0
1.3054184913635254,1.3054184913635254,7.822912216186523,1.0,1.0
12.866473197937012,4.332973480224609,4.386058807373047,11.0,2.0
1.3216214179992676,0.8886227607727051,4.474778175354004,2.0,1.0
2.0440616607666016,0.0,4.427511215209961,2.0,1.0
7.505075931549072,4.178893089294434,4.501013278961182,5.0,1.0
41.66297912597656,11.119195938110352,6.584766387939453,27.0,24.0
